"dataset_id";"observacao_id";"amostra_id";"camada_nome";"profund_sup";"profund_inf";"terrafina";"argila";"silte";"areia";"carbono";"ctc";"ph";"dsi";"ce"
"ctb0694";"34";NA;"(B1)";0;23;968;477,522477522478;144,855144855145;377,622377622378;6,97;21,8;7,3;NA;NA
"ctb0694";"35";NA;"(B)";0;12;980;507;133;360;10,47;28,2;7,9;NA;NA
"ctb0694";"36";NA;"(B1)";0;105;988;312;80;608;2,82;14,3;7,4;NA;NA
"ctb0694";"37";NA;"(B1)";0;13;872;222;150;628;6,8;15,7;7,9;NA;NA
"ctb0694";"38";NA;"Ap";0;120;987;670;147;183;8,37;30,2;4,1;NA;NA
"ctb0694";"39";NA;"A11";0;15;987;410;193;397;13,27;35,6;3,11;NA;NA
"ctb0694";"4";NA;"A1";0;100;972;172;62;766;3,62;2,5;4,8;NA;NA
"ctb0694";"40";NA;"A1";0;13;795;407,592407592408;104,895104895105;487,512487512487;4,9;21,4;6,5;NA;NA
"ctb0694";"41";NA;"A1";0;11;957;337;103;560;3,97;24,5;6,5;NA;NA
"ctb0694";"42";NA;"Ap1";0;170;998;314,685314685315;177,822177822178;507,492507492508;6,33;11,9;6;NA;NA
"ctb0694";"43";NA;"A1";0;100;980;224,775224775225;127,872127872128;647,352647352647;2,38;28,8;6,6;NA;NA
"ctb0694";"44";NA;"A1";0;25;983;183;257;560;2,9;6,6;6,6;NA;NA
"ctb0694";"45";NA;"A1";0;45;830;220;203;577;9,17;12,5;6,5;NA;NA
"ctb0694";"46";NA;"A1";0;2;1000;160;53;787;8,7;7,5;7,4;NA;NA
"ctb0694";"47";NA;"A1";0;100;1000;403;250;347;7,1;28,5;7,5;NA;NA
"ctb0694";"48";NA;"A1";0;0;940;570;160;270;10,3;21,4;7,5;NA;NA
"ctb0694";"49";NA;"Ap";0;20;1000;235;355;410;306,75;114,4;2,6;NA;NA
"ctb0694";"5";NA;"A1";0;100;990;128;66;806;2,17;1,3;5,2;NA;NA
"ctb0694";"50";NA;"Ap";0;20;973;257;213;530;9,97;16,8;6,8;NA;NA
"ctb0694";"51";NA;"Ap";0;40;1000;253;237;510;8,3;17;6,2;NA;NA
"ctb0694";"52";NA;"Ap";0;3;1000;536,463536463536;286,713286713287;176,823176823177;12,13;30,9;4,3;NA;NA
"ctb0694";"53";NA;"A1";0;20;1000;153;360;487;5,5;11,2;6,2;NA;NA
"ctb0694";"54";NA;"Ap";0;15;1000;133;330;537;3,53;9,4;6,9;NA;NA
"ctb0694";"55";NA;"A1";0;10;990;290;395;315;4,9;16,7;5,6;NA;NA
"ctb0694";"56";NA;"A1";0;20;1000;275;495;230;7;15,9;7,2;NA;NA
"ctb0694";"57";NA;"A11";0;10;755;412;380;208;9,95;37,7;8,2;NA;NA
"ctb0694";"58";NA;"A11";0;10;607;527;300;173;14,3;50,5;8,1;NA;NA
"ctb0694";"59";NA;"A1";0;11;962;284;184;532;5,7;18,5;8,4;NA;NA
"ctb0694";"6";NA;"A1";0;110;920;520;218;262;6,66;7,1;6,6;NA;NA
"ctb0694";"60";NA;"A1";0;14;945;230;235;535;12,5;22,2;7,6;NA;NA
"ctb0694";"61";NA;"A1";0;13;800;126,873126873127;176,823176823177;696,303696303696;4,23;11,1;6,2;NA;NA
"ctb0694";"62";NA;"A1";0;40;950;80;180;740;3,3;4,5;6,8;NA;NA
"ctb0694";"63";NA;"A1";0;25;640;70;250;680;6,5;6,8;7,2;NA;NA
"ctb0694";"64";NA;"A1";0;25;955;55;145;800;3,45;3,7;5,8;NA;NA
"ctb0694";"65";NA;"A1";0;100;922;37,962037962038;127,872127872128;834,165834165834;1,5;1,2;5,8;NA;NA
"ctb0694";"66";NA;"A1";0;150;992;82;40;878;3,75;2,7;4,8;NA;NA
"ctb0694";"67";NA;"C";10;150;970;70;50;880;3,6;2,5;5,1;NA;NA
"ctb0694";"7";NA;"A1";0;13;956;440;198;362;7,4;6,4;5,2;NA;NA
"ctb0694";"8";NA;"A1";0;220;968;167,832167832168;47,952047952048;784,215784215784;1,68;2;5,4;NA;NA
"ctb0694";"9";NA;"A1";0;110;958;132;62;806;3,76;2,1;5,1;NA;NA
"ctb0695";"PERFIL-1";NA;"A1";0;13;985;245;64;691;3,63;3,5;5;1,43;NA
"ctb0695";"PERFIL-10";NA;"A1P";0;100;983;189;53;758;2,75;3,2;5,2;0,58;NA
"ctb0695";"PERFIL-13";NA;"A2";0;100;988;240;77;683;4,63;5,7;5;1,33;NA
"ctb0695";"PERFIL-16";NA;"A1";0;10;989;279;68;653;4,53;5,4;4,8;1,44;NA
"ctb0695";"PERFIL-17";NA;"A21";0;110;994;25;70;905;6,3;4,6;5,2;1,56;NA
"ctb0695";"PERFIL-18";NA;"IIB3";103;150;990;128,871128871129;92,9070929070929;778,221778221778;7,77;6,3;5;1,31;NA
"ctb0695";"PERFIL-19";NA;"A1";0;120;985;288;74;638;5,94;4,9;5,1;1,35;NA
"ctb0695";"PERFIL-2";NA;"A00";0;0;988;238;72;690;4,73;4,1;4,8;1,4;NA
"ctb0695";"PERFIL-22";NA;"A11";0;135;982;32,967032967033;82,9170829170829;884,115884115884;8,51;7,3;4,7;1,58;NA
"ctb0695";"PERFIL-26";NA;"AIP";0;20;990;0;0;1000;3,1;2,3;5,2;1,62;NA
"ctb0695";"PERFIL-3";NA;"A2";0;15;987;217;104;679;5,92;4,8;5,3;1,44;NA
"ctb0695";"PERFIL-6";NA;"A3";0;100;992;170;52;778;3,2;3,8;5;1,51;NA
"ctb0695";"PERFIL-7";NA;"A3";0;13;990;181;85;734;4,38;3,6;5,1;1,44;NA
"ctb0696";"PERFIL-CNPGC-1";NA;"A11";0;10;1000;611,611611611612;101,101101101101;287,287287287287;8,77;5,7;5,1;NA;NA
"ctb0696";"PERFIL-CNPGC-10";NA;"A1";0;115;931;477,477477477477;171,171171171171;351,351351351351;6,97;19,8;6,3;NA;NA
"ctb0696";"PERFIL-CNPGC-11";NA;"A1";0;135;976;422;70;508;7,52;2,8;5,6;NA;NA
"ctb0696";"PERFIL-CNPGC-12";NA;"A3";0;10;999;695,304695304695;138,861138861139;165,834165834166;7,43;10;5,5;NA;NA
"ctb0696";"PERFIL-CNPGC-13";NA;"A1";0;110;990;657;93;250;9,66;6,9;5,2;NA;NA
"ctb0696";"PERFIL-CNPGC-14";NA;"A11";0;12;983;393;67;540;9,13;6,1;4,3;NA;NA
"ctb0696";"PERFIL-CNPGC-15";NA;"A1";0;10;992;510;82;408;14,34;4,6;5,6;NA;NA
"ctb0696";"PERFIL-CNPGC-16";NA;"A1";0;12;1000;680;136;184;9,02;6,4;5,3;NA;NA
"ctb0696";"PERFIL-CNPGC-2";NA;"A11";0;107;869;377;83;540;7,74;3,7;5,3;NA;NA
"ctb0696";"PERFIL-CNPGC-3";NA;"A1";0;13;985;370;92;538;11,62;4,5;4,9;NA;NA
"ctb0696";"PERFIL-CNPGC-4";NA;"A11";0;135;996;584;77;339;14,57;8,2;5,6;NA;NA
"ctb0696";"PERFIL-CNPGC-5";NA;"A1";0;100;998;422;82;496;10,24;5,2;5,1;NA;NA
"ctb0696";"PERFIL-CNPGC-6";NA;"(B)";0;105;880;406;134;460;12,6;7,3;4,8;NA;NA
"ctb0696";"PERFIL-CNPGC-7";NA;"Ap";0;110;903;534;226;240;7,66;10,5;5,6;NA;NA
"ctb0696";"PERFIL-CNPGC-8";NA;"A3";0;130;998;616,383616383616;231,768231768232;151,848151848152;11,4;26;6,5;NA;NA
"ctb0696";"PERFIL-CNPGC-9";NA;"R";45;60;1000;410;380;210;14;56,6;6,9;NA;NA
"ctb0697";"1";NA;"A1";0;105;NA;166;180;654;3,46;3,1;4,2;NA;NA
"ctb0697";"10";NA;"A1";0;10;NA;335;295;370;5,47;4,4;4,2;NA;NA
"ctb0697";"11";NA;"A";0;120;NA;82;160;758;NA;3;5,6;NA;NA
"ctb0697";"2";NA;"A1";0;138;NA;144;178;678;3,42;3,8;5,2;NA;NA
"ctb0697";"3";NA;"A3";0;145;NA;218;160;622;2,78;3,6;5,4;NA;NA
"ctb0697";"4";NA;"A1/A3";0;103;NA;352;178;470;5,14;6,8;5,1;NA;NA
"ctb0697";"5";NA;"A1";0;18;NA;308;290;402;3,57;24,7;5,8;NA;NA
"ctb0697";"6";NA;"Apcn";0;155;NA;370;120;510;8,7;6;4,3;NA;NA
"ctb0697";"7";NA;"A3";0;10;NA;66;42;892;3,02;2,7;4,6;NA;NA
"ctb0697";"8";NA;"A1";0;16;NA;310;337;353;9,33;38,5;6,2;NA;NA
"ctb0697";"9";NA;"A3/C1";0;10;NA;66,9330669330669;196,803196803197;736,263736263736;9,93;29,6;6,5;NA;NA
"ctb0697";"D102";NA;"1";0;110;NA;355;146;499;3,77;35,4;8,3;NA;NA
"ctb0697";"K15";NA;"1";0;16;910;196;88;716;4,35;11,6;5,9;NA;NA
"ctb0698";"EXTRA-50";NA;"A";0;25;970;450;375;175;23,05;11,1;4,9;NA;NA
"ctb0698";"EXTRA-51";NA;"A";0;25;1000;345;300;355;7,35;6;4,9;NA;NA
"ctb0698";"EXTRA-52";NA;"A";0;25;980;265;145;590;6,95;4,8;5,3;NA;NA
"ctb0698";"EXTRA-53";NA;"A";0;25;985;245;180;575;6,3;6;5,9;NA;NA
"ctb0698";"PERFIL-1";NA;"A1";0;160;1000;851,148851148851;76,9230769230769;71,9280719280719;15,55;8,7;4,3;1,06;NA
"ctb0698";"PERFIL-10";NA;"A1";0;10;870;560;98;342;5,97;5;4,7;1,28;NA
"ctb0698";"PERFIL-11";NA;"A11";0;30;NA;NA;NA;NA;1,2;0,8;4,8;NA;NA
"ctb0698";"PERFIL-12";NA;"1ªCAMADA";0;100;NA;176,823176823177;116,883116883117;706,293706293706;5,4;3,9;4,1;NA;NA
"ctb0698";"PERFIL-2";NA;"A11";0;0;984;76;44;880;3,81;3,1;4,5;1,4;NA
"ctb0698";"PERFIL-3";NA;"A11";0;130;968;138;35;827;5,07;4,9;4,6;1,36;NA
"ctb0698";"PERFIL-4";NA;"A1";0;142;728;753,753753753754;178,178178178178;68,0680680680681;11,02;11,5;4,9;NA;NA
"ctb0698";"PERFIL-5";NA;"A1";0;12;985;165;52;783;4,38;3,6;4,5;1,41;NA
"ctb0698";"PERFIL-6";NA;"A1";0;105;622;513;85;402;7,6;6,5;4,5;NA;NA
"ctb0698";"PERFIL-7";NA;"A1";0;10;861;166;67;767;5,76;4,8;4,5;1,45;NA
"ctb0698";"PERFIL-8";NA;"A1";0;13;1000;408,591408591409;45,954045954046;545,454545454545;4,5;3,5;4,9;1,39;NA
"ctb0698";"PERFIL-9";NA;"A1";0;110;991;279;250;471;2,29;8;5,1;NA;NA
"ctb0699";"PERFIL-11";NA;"AP";0;130;998;122,122122122122;82,0820820820821;795,795795795796;2,48;3,1;4,7;NA;NA
"ctb0699";"PERFIL-12";NA;"A";0;10;1000;130;82;788;2,17;8,2;4,5;NA;NA
"ctb0699";"PERFIL-2";NA;"C";30;150;NA;NA;NA;NA;3,8;2,2;5,7;NA;NA
"ctb0699";"PERFIL-3";NA;"A1";0;160;NA;NA;NA;NA;0,1;0,7;5,5;NA;NA
"ctb0699";"PERFIL-4";NA;"A1";0;150;1000;47,952047952048;44,955044955045;907,092907092907;0,68;1,2;4,9;NA;NA
"ctb0699";"PERFIL-5";NA;"A1";0;10;NA;NA;NA;NA;0,95;1,4;4,8;NA;NA
"ctb0699";"PERFIL-8";NA;"A1";0;130;1000;10;10;980;0,8;1,2;6,1;NA;NA
"ctb0699";"PERFIL-9";NA;"A1";0;125;1000;10;10;980;1,07;1,3;5,3;NA;NA
"ctb0700";"1";NA;"A11";0;12;990;206,793206793207;196,803196803197;596,403596403596;3,5;3,1;4,8;NA;NA
"ctb0700";"10-EXTRA";NA;"A1";0;120;1000;130;117;753;3,8;3,1;5,2;NA;NA
"ctb0700";"11-EXTRA";NA;"Bt";100;120;990;145;95;760;5,05;3,4;5,2;NA;NA
"ctb0700";"12";NA;"A1";0;110;1000;342;520;138;5,06;17,8;6,1;NA;NA
"ctb0700";"13-EXTRA";NA;"A1";0;100;1000;223;457;320;6,77;12,6;5,9;NA;NA
"ctb0700";"14";NA;"A1";0;130;1000;240;470;290;3,08;13,3;6,6;NA;1,1
"ctb0700";"15";NA;"A1";0;115;1000;206;322;472;2,52;4,1;5,5;2,54;NA
"ctb0700";"16-EXTRA";NA;"A1";0;120;993;130;203;667;3,63;3,6;5,1;NA;NA
"ctb0700";"17-EXTRA";NA;"A1";0;160;1000;87;160;753;2,3;3;5,7;NA;NA
"ctb0700";"18";NA;"IICg";20;50;1000;390;535;75;9,4;16,8;5,6;NA;NA
"ctb0700";"19-EXTRA";NA;"A1";0;120;970;56,9430569430569;116,883116883117;826,173826173826;3,77;3;5,1;NA;NA
"ctb0700";"2";NA;"A12";0;12;1000;182;135;683;3,28;3;4,5;NA;NA
"ctb0700";"20-EXTRA";NA;"A1";0;120;1000;73;110;817;3,67;2,3;5,2;NA;NA
"ctb0700";"21";NA;"A1";0;125;1000;185;335;480;6,45;10,9;5,8;1,44;NA
"ctb0700";"22-EXTRA";NA;"A1";0;120;1000;116,883116883117;226,773226773227;656,343656343656;5,23;7,1;6,2;NA;NA
"ctb0700";"23";NA;"A3";0;108;1000;74;209;717;3,19;5,8;6,3;1,42;NA
"ctb0700";"24-EXTRA";NA;"A1";0;140;1000;90;263;647;3,5;6,8;5,8;NA;NA
"ctb0700";"25-EXTRA";NA;"A1";0;120;1000;103;257;640;4,3;8,4;6,3;NA;NA
"ctb0700";"26-EXTRA";NA;"A1";0;120;1000;110;363;527;3,37;7,8;6,4;NA;NA
"ctb0700";"27-EXTRA";NA;"A1";0;120;1000;143,143143143143;343,343343343343;513,513513513513;4,63;8,5;6,2;NA;NA
"ctb0700";"28-EXTRA";NA;"A1";0;120;1000;110;310;580;4,27;7,4;6,3;NA;NA
"ctb0700";"29-EXTRA";NA;"A1";0;110;997;93,0930930930931;233,233233233233;673,673673673674;4,5;5,9;6;NA;NA
"ctb0700";"3";NA;"A3";0;160;988;223;202;575;3,08;2,4;4,8;NA;NA
"ctb0700";"30-EXTRA";NA;"A1";0;120;1000;100;337;563;2,9;6,8;6,3;NA;NA
"ctb0700";"31-EXTRA";NA;"A1";0;120;1000;117;313;570;5,27;7,9;5,9;NA;NA
"ctb0700";"32-EXTRA";NA;"A";0;20;1000;130;225;645;7,5;9,9;6,2;NA;NA
"ctb0700";"33";NA;"A1";0;10;1000;287;553;160;10,63;13,2;5,3;NA;NA
"ctb0700";"34";NA;"C";25;25;780;160;290;550;31,3;17,6;5,8;NA;NA
"ctb0700";"35-EXTRA";NA;"A";0;20;980;70;150;780;5,5;2,6;5,1;NA;NA
"ctb0700";"4";NA;"A1";0;120;988;154,845154845155;137,862137862138;707,292707292707;4,5;3,6;4,8;NA;NA
"ctb0700";"5-EXTRA";NA;"A1";0;120;983;190;173;637;4;3,3;4,4;NA;NA
"ctb0700";"6-EXTRA";NA;"A1";0;120;1000;173;110;717;4,23;2,9;4,5;NA;NA
"ctb0700";"7-EXTRA";NA;"A1";0;120;1000;167;113;720;2,73;2,8;3,9;NA;NA
"ctb0700";"8-EXTRA";NA;"A1";0;120;990;213;160;627;3,43;2,5;4,8;NA;NA
"ctb0700";"9-EXTRA";NA;"A1";0;120;1000;133;100;767;3,17;2,4;4,7;NA;NA
"ctb0701";"1";NA;"A1";0;127;NA;157;137;706;4,73;3,6;4,5;NA;NA
"ctb0701";"10";NA;"Ap";0;15;NA;165;435;400;NA;NA;5,1;NA;NA
"ctb0701";"11";NA;"Ap";0;18;NA;268;568;164;4,96;NA;5,4;NA;NA
"ctb0701";"12";NA;"Ap";0;30;NA;247;503;250;4,57;NA;4,8;NA;NA
"ctb0701";"13";NA;"A1";0;130;NA;114;70;816;3,96;NA;4,7;NA;NA
"ctb0701";"14";NA;"A3";0;120;NA;61,87624750499;75,8483033932136;862,275449101796;4,08;NA;4,9;NA;NA
"ctb0701";"15";NA;"A3";0;120;NA;90;82;828;7,94;NA;5;NA;NA
"ctb0701";"16";NA;"A2";0;15;NA;287,179487179487;333,333333333333;379,487179487179;7,1;NA;4,5;NA;NA
"ctb0701";"17";NA;"A1";0;100;NA;466,666666666667;181,481481481481;351,851851851852;10,58;19,8;3,9;NA;NA
"ctb0701";"18";NA;"A3";0;140;NA;110;117;773;2,97;3;4,9;NA;NA
"ctb0701";"19";NA;"A3";0;120;NA;152;84;764;2,9;2,4;4,7;NA;NA
"ctb0701";"2";NA;"A3";0;10;NA;570;148;282;3,46;3,5;4,3;NA;NA
"ctb0701";"20";NA;"A3";0;145;NA;212;186;602;3,94;3;4,8;NA;NA
"ctb0701";"21";NA;"A3";0;130;NA;270;112;618;2,94;3,8;4,6;NA;NA
"ctb0701";"22";NA;"A3";0;10;NA;188;210;602;3,93;4,5;4,5;NA;NA
"ctb0701";"3";NA;"A1";0;135;NA;770;224;6;29,36;6,5;4,4;NA;NA
"ctb0701";"4";NA;"A3";0;10;NA;126;204;670;NA;NA;5,1;NA;NA
"ctb0701";"5";NA;"A2";0;15;NA;167,832167832168;237,762237762238;594,405594405594;6,12;NA;4,8;NA;NA
"ctb0701";"6";NA;"A1";0;15;NA;238;226;536;6,6;NA;4,7;NA;NA
"ctb0701";"7";NA;"Ap";0;20;NA;338;320;342;6,1;14,6;4,8;NA;NA
"ctb0701";"8";NA;"Ap";0;15;NA;200;318;482;6,57;NA;4,9;NA;NA
"ctb0701";"9";NA;"Ap";0;20;NA;185;280;535;3,88;NA;5,2;NA;NA
"ctb0702";"P-1";NA;"A";0;110;1000;412;430;158;5,12;7,5;4,8;1,34;NA
"ctb0702";"P-10";NA;"A";0;137;720;290;147;563;4;3,2;4,7;1,52;NA
"ctb0702";"P-12";NA;"A";0;10;757;308;282;410;8,72;6,7;5,2;1,51;NA
"ctb0702";"P-13";NA;"A";0;100;904;660,660660660661;248,248248248248;91,0910910910911;9;6,5;5,1;1,24;NA
"ctb0702";"P-14";NA;"A1";0;132;657;356;112;532;4,98;4,2;5,5;1,57;NA
"ctb0702";"P-15";NA;"A";0;133;964;518;108;374;12,75;8,1;7;1,22;NA
"ctb0702";"P-16";NA;"A";0;10;841;466;116;418;7,01;4,1;4,8;1,31;NA
"ctb0702";"P-17";NA;"A";0;10;972;390;214;396;9,15;5;6;1,34;NA
"ctb0702";"P-18";NA;"AB u";0;0;996;241;74;685;9,93;7,1;6,2;1,47;NA
"ctb0702";"P-19";NA;"A";0;10;1000;405;63;532;19,88;4,4;4,7;1,47;NA
"ctb0702";"P-2";NA;"A";0;132;1000;61;111;828;1,26;2,9;5,4;1,45;NA
"ctb0702";"P-20";NA;"A";0;0;1000;227;165;608;8,38;4,7;5;1,4;NA
"ctb0702";"P-21";NA;"A";0;0;998;523;205;272;10,82;8,2;4,2;1,31;NA
"ctb0702";"P-22";NA;"A";0;153;967;162;148;690;3,58;3,3;4,5;1,62;NA
"ctb0702";"P-23";NA;"A";0;12;1000;101;108;791;3,16;2,5;4,5;1,52;NA
"ctb0702";"P-24";NA;"A";0;144;940;340;394;266;8,75;8,6;4,3;1,36;NA
"ctb0702";"P-25";NA;"A";0;123;978;634;293;73;13,43;9,3;4,3;1,14;NA
"ctb0702";"P-26";NA;"A";0;135;1000;734;225;41;8,64;3,9;4,7;1,14;NA
"ctb0702";"P-27";NA;"AB";0;140;960;214;441;345;24,47;13,4;4,8;0,98;NA
"ctb0702";"P-28";NA;"A";0;110;1000;793,206793206793;127,872127872128;78,9210789210789;9,02;6,5;4,9;0,98;NA
"ctb0702";"P-29";NA;"A1";0;103;1000;731;116;153;9,86;5,8;4,5;1,08;NA
"ctb0702";"P-3";NA;"A1";0;113;992;206;71;723;12,3;9,4;6,3;1,38;NA
"ctb0702";"P-30";NA;"A";0;13;1000;822;66;112;14,95;6,8;4,1;1,13;NA
"ctb0702";"P-31";NA;"A";0;145;1000;238;74;688;4,96;3,7;4,6;1,39;NA
"ctb0702";"P-32";NA;"AB";0;120;927;195,804195804196;89,9100899100899;714,285714285714;8,32;7,1;6,2;1,27;NA
"ctb0702";"P-33";NA;"A";0;140;972;226;122;652;4,7;3,7;4,6;1,46;NA
"ctb0702";"P-34";NA;"ABu";0;113;1000;132,132132132132;74,0740740740741;793,793793793794;4,63;4;4,6;1,39;NA
"ctb0702";"P-35";NA;"A";0;132;1000;685,685685685686;169,169169169169;145,145145145145;12,72;6,1;5,1;1,03;NA
"ctb0702";"P-36";NA;"A";0;110;851;231;269;500;5,04;4,6;4,8;1,26;NA
"ctb0702";"P-37";NA;"A";0;150;938;272;93;635;2,77;2,8;4,5;1,47;NA
"ctb0702";"P-38";NA;"A";0;120;1000;741;54;205;7,34;4,8;4,6;1,21;NA
"ctb0702";"P-39";NA;"A";0;120;1000;108,108108108108;50,0500500500501;841,841841841842;3,92;3,1;4,6;1,42;NA
"ctb0702";"P-4";NA;"A";0;110;992;363;465;172;12,4;10,6;4,7;1,29;NA
"ctb0702";"P-40";NA;"A1";0;100;997;377;288;335;4,32;7,7;4,5;1,32;NA
"ctb0702";"P-41";NA;"A";0;16;1000;290;690;20;6,6;12,3;4,9;1,91;NA
"ctb0702";"P-42";NA;"2Btg1";0;102;1000;274;519;207;3,38;10,6;5,4;1,28;NA
"ctb0702";"P-43";NA;"A";0;110;1000;220;741;39;3,8;11,4;6,1;1,74;NA
"ctb0702";"P-44";NA;"Ag";0;10;1000;317;634;49;9,52;13,6;5;1,99;NA
"ctb0702";"P-45";NA;"A";0;120;1000;480;453;67;8,18;13,8;4,8;2,09;NA
"ctb0702";"P-46";NA;"A";0;126;1000;552;347;101;7,96;13,3;4,5;1,92;NA
"ctb0702";"P-47";NA;"A";0;100;993;348,348348348348;160,16016016016;491,491491491492;2,9;3,6;4,9;2,15;NA
"ctb0702";"P-48";NA;"A";0;120;1000;621;251;128;7,08;9,4;4,5;1,22;NA
"ctb0702";"P-49";NA;"Ag";0;110;1000;510;358;132;5,57;6,2;5,2;1,18;NA
"ctb0702";"P-5";NA;"A";0;110;990;20;54;926;2,38;1,8;5,6;1,71;NA
"ctb0702";"P-50";NA;"A";0;137;1000;727;121;152;13,63;8,6;4,6;1,09;NA
"ctb0702";"P-55";NA;"A1";0;146;999;340;445;215;9,99;11,3;4,4;1,25;NA
"ctb0702";"P-6";NA;"A";0;120;986;191,191191191191;61,0610610610611;747,747747747748;2,89;2,7;5;1,42;NA
"ctb0702";"P-8";NA;"A";0;0;993;353;333;314;3,82;7,1;4,7;1,55;NA
"ctb0702";"P-86";NA;"A";0;150;NA;258;625;117;8;7,7;4,8;NA;NA
"ctb0702";"P-87";NA;"A";0;120;1000;NA;NA;NA;6,96;4,6;3,9;NA;NA
"ctb0702";"P-89";NA;"A";0;110;NA;NA;NA;NA;7,66;4,9;3,9;1,19;NA
"ctb0702";"P-9";NA;"A";0;120;976;511;356;133;6,32;10,5;5;1,32;NA
"ctb0702";"P-91";NA;"A";0;20;NA;NA;NA;NA;8,8;5,8;3,9;NA;NA
"ctb0702";"P-93";NA;"A";0;20;NA;NA;NA;NA;11,05;9,1;3,8;1,16;NA
"ctb0702";"P-94";NA;"A";0;115;NA;NA;NA;NA;6,97;7,2;3,9;NA;NA
"ctb0702";"P-97";NA;"A";0;10;NA;535;117;348;24,75;4,2;4,1;NA;NA
"ctb0702";"PC-6";NA;"A";0;10;969;850;120;30;10,52;5,7;4,9;1,09;NA
"ctb0703";"1";NA;"A3";0;10;890;570;148;282;3,46;3,7;4,3;NA;NA
"ctb0703";"10";NA;"A1";0;15;NA;270;288;442;5,53;4,7;5,2;NA;NA
"ctb0703";"11";NA;"A3";0;110;NA;114,885114885115;227,772227772228;657,342657342657;3,7;3,2;6,8;NA;NA
"ctb0703";"12";NA;"A1";0;125;NA;244;184;572;4,28;3,3;4,7;NA;NA
"ctb0703";"13";NA;"A1";0;120;NA;256;346;398;NA;4,1;5,3;NA;NA
"ctb0703";"14";NA;"A3";0;140;NA;467;403;130;5,3;12,8;5,7;NA;NA
"ctb0703";"15";NA;"A1";0;100;NA;362,362362362362;402,402402402402;235,235235235235;8,28;10,2;5,3;NA;NA
"ctb0703";"16";NA;"A1";0;10;NA;445;415;140;7;6;4,2;NA;NA
"ctb0703";"17";NA;"A1";0;12;NA;574;366;60;17,38;23,4;5,5;NA;NA
"ctb0703";"18";NA;"A1";0;145;NA;83;170;747;8,23;5,1;4,3;NA;NA
"ctb0703";"19";NA;"A1";0;13;NA;178;514;308;5,14;5,4;4,3;NA;NA
"ctb0703";"2";NA;"A1";0;135;840;770;224;6;11,36;6,5;4,4;NA;NA
"ctb0703";"20";NA;"(B1)";0;12;NA;198;446;356;5,86;5,1;4,5;NA;NA
"ctb0703";"21";NA;"A1";0;120;NA;427,572427572428;454,545454545455;117,882117882118;3,5;8,6;4,6;NA;NA
"ctb0703";"22";NA;"Ap";0;16;NA;310;250;440;6,65;10,1;4,7;NA;NA
"ctb0703";"23";NA;"A3";0;12;NA;190;320;490;4,85;7,5;4,8;NA;NA
"ctb0703";"24";NA;"B";60;80;NA;290;240;470;7,35;5,3;5,2;NA;NA
"ctb0703";"25";NA;"A1";0;10;NA;232;548;220;5,72;6,4;4,8;NA;NA
"ctb0703";"3";NA;"A3";0;10;NA;296;236;468;6,1;3,9;4,8;NA;NA
"ctb0703";"4";NA;"A1";0;100;NA;605,605605605606;182,182182182182;212,212212212212;12,1;5,9;3,9;NA;NA
"ctb0703";"5";NA;"A1";0;10;NA;335;448;217;4,83;5,5;4,6;NA;NA
"ctb0703";"6";NA;"A1";0;117;NA;325,674325674326;205,794205794206;468,531468531469;4,01;3,7;4,6;NA;NA
"ctb0703";"7";NA;"A1";0;118;NA;371;219;410;3,94;4,4;4,8;NA;NA
"ctb0703";"8";NA;"A1";0;110;NA;386;290;324;5,7;12,1;5,2;NA;NA
"ctb0703";"9";NA;"A1";0;120;NA;503,503503503503;358,358358358358;138,138138138138;9,15;8,3;6,1;NA;NA
"ctb0704";"1";"32255";"A1";0;20;NA;180;150;670;6,7;5;4,6;NA;NA
"ctb0704";"1";"32257";"B21";50;80;NA;360;150;490;3,5;3,2;4,2;NA;NA
"ctb0704";"1";"32256";"B1";20;50;NA;270;170;560;3,9;4,4;4,3;NA;NA
"ctb0704";"1";"32258";"B22";80;130;NA;430;110;460;2,3;2,8;4,3;NA;NA
"ctb0704";"1";"32259";"B23";130;160;NA;450;120;430;1,5;2,5;4,3;NA;NA
"ctb0704";"10";"32319";"A1";0;18;NA;190;270;540;5,1;13,8;5,6;NA;NA
"ctb0704";"10";"32321";"B2";28;58;NA;360;280;360;3,3;28,2;5,8;NA;NA
"ctb0704";"10";"32322";"B3";58;60;NA;300;360;340;2,5;34;6,5;NA;NA
"ctb0704";"10";"32320";"B1";18;28;NA;380;250;370;3,4;22,6;5,5;NA;NA
"ctb0704";"11";"32332";"Apcn";0;18;NA;290;160;550;16,2;10,4;4,2;NA;NA
"ctb0704";"11";"32336";"B2cn";36;62;NA;410;100;490;6,4;5,5;4,4;NA;NA
"ctb0704";"11";"32340";"B3/Ccn";62;155;NA;427,184466019417;97,0873786407767;475,728155339806;4,5;4,6;4,6;NA;NA
"ctb0704";"11";"32334";"B1cn";18;36;NA;340;120;540;7,7;6,6;4,2;NA;NA
"ctb0704";"12";"32348";"B1";10;24;NA;540;380;80;7,3;8,9;4,9;NA;NA
"ctb0704";"12";"32347";"Ap";0;10;NA;480;380;140;15;12,4;5,2;NA;NA
"ctb0704";"12";"32351";"B2";24;52;NA;540;360;100;4,1;8,9;5;NA;NA
"ctb0704";"12";"32352";"B3";52;95;NA;510;400;90;1,5;10;5,3;NA;NA
"ctb0704";"13";"32358";"Ap";0;17;NA;350;400;250;9;12,6;5,4;NA;NA
